[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
[18/09/2020 14:36:36]{'temperature_inside': 26.4, 'temperature_outside': 25.0056640625, 'pressure_inside': 965.98, 'pressure_outside': 957.9313724638542, 'humidity_inside': 0, 'humidity_outside': 46.09198363115107, 'rotation_x': 0.02905221430824064, 'rotation_y': -0.11751486493947856, 'rotation_z': 1.8091603053435115, 'gps_x': 0, 'gps_y': 0, 'time': 1600432595.3233082}
