[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
[18/09/2020 10:14:57]{'temperature_inside': 25.7, 'temperature_outside': 24.1443359375, 'pressure_inside': 966.42, 'pressure_outside': 958.5929566784569, 'humidity_inside': 0, 'humidity_outside': 44.66622969540154, 'rotation_x': 0.030783232321286578, 'rotation_y': -0.11543626009688497, 'rotation_z': 1.6946564885496183, 'gps_x': 0, 'gps_y': 0, 'time': 1600416896.3584058}
