[18/09/2020 14:45:29]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
[18/09/2020 14:45:30]{'temperature_inside': 26.6, 'temperature_outside': 25.0783203125, 'pressure_inside': 965.96, 'pressure_outside': 957.9036252076833, 'humidity_inside': 0, 'humidity_outside': 46.12212847618807, 'rotation_x': 0.02985370996048898, 'rotation_y': -0.11878202141092949, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600433129.1375275}
