[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
[18/09/2020 11:07:47]{'temperature_inside': 26.0, 'temperature_outside': 24.611328125, 'pressure_inside': 966.69, 'pressure_outside': 958.7807499770363, 'humidity_inside': 0, 'humidity_outside': 45.041927626708876, 'rotation_x': 0.03009103899352406, 'rotation_y': -0.11853614540664296, 'rotation_z': 1.8625954198473282, 'gps_x': 0, 'gps_y': 0, 'time': 1600420066.4051497}
